id	word	action	reason	evidence	expectedMeaningHash	expectedExampleHash
word_f086264372fe	mislead	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	4071c38a2a5499cfb7e72020badca30fb6285c9191f53e444f9c25b20c94cc03	2024ee5c74d177150d8feb5c3b718e1b4f3147e5a879c27615e38141c24c40a6
word_557549f1ef16	mister	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	d3eb4b2e625c204b4f03aa63f84662ce32f406615669c4842fde37291c9cead8	9ceda04a6820752575049b3ede7c74a2e3c822e30fd4fb0fd0fdf6b892aa29e7
word_2cb7ce7bcc1f	overpay	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	6af814e5d4c4b1b4bafbdb16182c741058c221982c38bd226786350e57d95da3	193dd55b63a57f9b3f3a9dcce08c5aa5a2f4619e601699ff2614b04f4b358a69
word_719c8b6b9b91	sew	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	34f916291b54ae77463e76ba4fe732ecf8841b42d473599166d63d34b12c2c4f	342c74ec66491ef15f1e83e29f0367109c2d9a7e07c8bedc4931fdae38cbc7ee
word_8977069bcaf2	tailor	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	ca1f48f22ad92fd19675bb2c77101c426354d53a7944f3e7f288c8c4a92865d8	aebc14cec39881b1638328086a6984fb932d7835b950f62cad829b0a6e480518
word_b62a3059f212	mis	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	ed7d598739c3f4026f3a1053d5a96a94bcd0c66b155cdc05e06b1cfaa44a01a6	a4ae71753c9f960bf4e2d9480c16458e511be5e93ead69dd3674134737804b7d
word_763221c0967c	jointaccount	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	6d2bb4ffa5be47fe4a82c7b19b30bf87b86d91fc15117571461413d8471ab108	e1f5be49931fedf3029aea552928573633ee09bf8db6ea75a6a9b86de5421a1a
word_b5645b2c437c	rocket	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	0755000d127e7749780373feccce035eeefb26b997cfb356851c71a8933371d5	377f3146da170bbfcc8b42404d2b5cbc23c9a2fc7dfbc7b3b80c9d315690abaf
word_30eee4a69bd6	shrink	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	fe2707caa0c242b04c620d5ac170b5b0428ac87ebecf6b1dd6dc0acd21c95b3d	aa98c7b30ca6dc567cbef66801d7af383b9cfb53e6ab352b91f6d5ca6259761e
word_ac1b44dd9e5b	weaken	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	ae387ce845fd80cc98b48f18a9718118c27f93d36e426cbff2163f33cea4fec0	d4959c3ebc39d72fcf5e019f46eb5c1ad4c032966fe4b5e26be23d4ab8ab8792
word_b8bdf4829213	cling	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	36ac7e4cceb3a1bb3e3d92a72a34bd2f5adf3c297ae06124e5dca291f4324036	b7c611dd158d93b8c269cf88cdd7508bf6489e5958d5d4fda5ef601df93aefa9
word_7daa785e544c	spit	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	354ebe8524a5b755f16fe0fbb5e2cfb0528f827a5836346bc3c67b8cbc9ca8f1	8c419fd273548550465e9d25fab4e76bd845f70563b7d60f68ce5c4cd3f0c1b1
word_4495512646b1	kneel	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	285c168dbe232b3c01de7d039074ff97309157d5328a710ba1ab60de27f3bb87	b48ac98731a6ad94ca6103716f130b5ca6cad97d04b7bdf9e5d1fd7db6c94607
word_e17b7cdcfed2	hover	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	3f3055894ca6f01dd9ff9028bfda51c3b40db06b65d7c45152e8ae90bcc3143e	b030edea07e3e0854d50484a6fe90969ad105721916a521ebf85b1fd9d6dc6d3
word_9c631f2f7cb9	creep	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	dd119412d690ce74ff5655a1a044f37924875180917c96ce6a14df2a27582ef0	130857a88e816e7be4971fc6ee0de3cabe42ed24015f0f6749273c05419341e7
word_7de9e557b8a5	uphold	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	e37915013c6c38f1802a4b8b198700654fb7f6aeb5c6019ceeb6408ddc9a3bde	f2ccd5c0ecfabcf84f7384d0e3946316eff09a4ce8b092d3afabac20bd18e5cc
word_e1f18baf7f53	widen	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	af389bc71474c8892178ab27735e79d8e105443eb70c90d1a3628e2c4899ba85	36cd3a6dd953dd3c566b4e44a0ec7f65db87b2f8a16b500322f98290abc854cf
word_7ceb1f769f5e	awaken	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	cfb4a642ad770d40cc7c8cb33df89dd83700eaad3db24c78684108f027955640	687ae644735691f29cd974542049d91d9f5ff31f89e0297884c22af2b0faaea5
word_f4270abc9db5	summon	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	a634245f21a0f5ef67b725047030f4838d4d98b1f69fec4fa9af5c5ae1f142f0	1980d30715439f76a963e6fbe9e3b0e98de1eb5c5d47338722debc8cafa97182
word_9710722c5fcf	linger	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	cd9a685a7d36a5930087137d2da2eacddbea33e31e059354e4067c5dd513d575	61730b0feb1b1ab350f1d78011b491174c696b6a66f147cd16c01c9e60e0889b
word_06986016e22c	dim	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	beba1eacf18e82f318ee2437c534f1bc59b5620c2bd396464d9c8cf19e9b6e65	56f66d63ec1e441275da564c9457884fd0f5eb054df65b83f542c3d943212755
word_a39074bca1e8	ponder	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	912de0e455ec497fbb9db13e57a91ab9aad6ba40421e7702cd71807cb081e96c	b9512d9129a943f89a40e0ef7ad47e23668d133a8f49501110761bff960e3558
word_3554d84748d9	fling	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	e7428b461e09520795c58eab7a1b22393d714fb4667d6e2157c93fe9d804aa95	708da6d01c214bae8b8a11046dd0875cd191a3c6a4e34c8b07e62b2fc20f6049
word_4c705eb63265	withhold	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	3df4a8874408f1b9d132cf266a55528ca0b107ebaa5f2907ebdb5bf15d16a5e6	f0ef435b1ee37477d77b8f6129c985edca3a02f38991a4bd616a56386aac733d
word_ffcd0ca5e156	elicit	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	51f6c80f6091d740523e0c53f90082ade1671f3fad14caec82c4e4333fb01cfa	9c1402f28aff0156332ad79191367d87ede5b5a8443112972392dd18eaa73837
word_d0463a0e4bd5	currentaccount	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	dbcdb12fafa0f86d4c6297507d477ce515ec29bdbfa27464eedbde1b62b9cff7	478519af55e5960360bacee096c28c851137123fd93e221ab9f31473c49a898e
word_e83755fe8649	wax	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	3bff7124e86eb372ffa46c628e79a02223f01f651d38794d2ef41ab69c47b8f4	c32db6e8de7fbb769bee8585ab306188a7fab841f07901ec9fa78c9f875fe7ee
word_b2d93ad3d792	emergencycontact	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	7040f22d68932bb30abddf2734200636bf593f88f6cc6110388bd92a548d810c	24e68ec1f42d8684849751b4c3660bc80dfe5757660015acaed91f924c490c15
word_2170fb24eaeb	repeatprescription	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	595445eb4a51ad6bc48354ce4f9033ccc535c7753ce1f11d8d21e4bc5eb5ddd7	7d2007a0cdac5656211a43184c9368e5f882c0f966052800c142cfe816c74803
word_6951b2bc778b	sideeffect	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	ca8dbdb6422932dea2e7c71bac1b83e1014da4f012b01f9136ffb4b81c57ca9b	36ae5e7d9b08b8e388b1ff4b20fae4f13e01a842b930b78e7da8739f07957789
word_f73927a38b74	woe	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	23b17dba1ff4e6986249bcd3c9aa308c2bf7cc8273047ce8a6f50edcc215d477	97de8dd420e6485602eba882532c8ce9923be6dd9981be21db6b1fa11e75b652
word_80c18d94f2cc	sting	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	095e0bf64bd8db1838165fe3eb012a24bafc32ca8f68b5de133ffca84d6babcf	3db1cb886878a126b5afb7d92de42affbb9e1fbde0c62e1fd1e9fe95cc191547
word_4fb9b74e4a38	hinder	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	d65a32e7f471ee1b17928c80f45f5ef7187182932bc6f0db2b6e1f51c684be84	ebf08e411d380bf9887fa451794c6d40bde46a7962ca95af7c727ed7adb11884
word_ae9f07aa0273	savor	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	405516b428165cc606e4f964590330602f7a972a623070a3cb47c4b1447cfaaa	d39d3141f61bf4fb1f7179f0ce3fb658c7298026901960eec48f0203be4d700d
word_45e4e189fa89	vie	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	29e78b115e1a72c59d4f0add441bf85611201ec9be26b517c38df19a4b198673	90dbe43c07d1dfb7ccfdc1b849728651328c11cd0c4e049ff60a1efe78d3c469
word_0e166e0c15fb	muster	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	d161e2c4c451c7fd40117857d5a3c58c634d74d542aa63853d33ddfb16d71c06	7e7aae6d1563dc5308f6d1192e313bc9bc41afd9cfffb860bee8be52300b4151
word_f70935c7c02f	darken	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	db8d61853d6830508398caaddbb90e489ae221e4777a4df77dd34858b5108d84	e4d192263b9e21e9800f672483f73f1366fbc9bf43c0191d9abf6f94eb95528d
word_93791d52fff2	breakclause	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	12acecbd1f7ec320690640ec3b5f9ce0357a0a7d362105c522869a026c2e98c4	8635f1a2425f8526afa427be404195438bb876cfdfb070c31d32e4b422f76dad
word_47728af0bf1a	explosife	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	da46826052a1b753c2b9579cec1361cf2fdfea7bd8fe00f2d83021121025cfeb	5279c1cd1c414ff7b91eac73780a7e9ad9e7bbd8e3310f7ac9eeaf9b51641f04
word_ac96af603a38	beckon	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	dca4025d54b4a28d9223eae8363eaea28b9ca2444398356d1b39426214fff30d	515d6ef9570523cafd15e3f29a09609a43625a6de068c8441959f9aac0eb98f9
word_5903861eeff1	restarea	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	9811cff9367af9572dbf7e952b6e985981940f1ad96bc7cd1389ebbdc5f51004	49cab8b0d032b9a3e8de33da94ab57b59bcf46f7d70e0a157a97f4dc12212602
word_d8b82a02b21d	reststop	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	493d456b1229e31ee839141eb0deb52cec8c053c7f5da9bcb3f9282d9cca45fd	dd553dd784e7666ce45deb2a075fcfa2930dda2659d7e269024aa4305f540e68
word_0a4d92f44e27	natter	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	6c485d72a032cbaf6b88212dea3bd0e503819c06b211085a7233563c9acba171	4fab44b75cdfd8be6a42a6d3fdb500a87216c456858ed455e3f1e739eba52854
word_46465807e097	advertizing	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	9e920424273b702831d221d1d08557e613ba875946908c39efbbfc836195537f	1d000ebef1f745302d404d3c5315db36d33c7a8c03a625a625235d9587e951a8
word_gt10500_09936	standingorder	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	2e17a20cea205fde6fb56ae0e038f3d0d53f5cfa84e100f933d84af25ac06434	a7e4b740736c1696d28a6188394fae84250d94ea7023633eeb782190048b58ce
word_gt10500_09937	directdebit	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	f93f20442eb28d2c549f0f33ec185d2bd43bb9407fd1bdfeeb277fe58fbbecce	167a66fde4c8e6973fcf1385cc2ba0b6863a477e97b6a4e7bb3dc31e3c0169f3
word_gt10500_09940	refundpolicy	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	b12c5bb6b0413997bcd1b6435d298775338504f5ca7d120237a77250341e7c3d	d03c19788916c6b0ac9fc939344512cb8c63c270e462a78942a5f974fccb1026
word_gt10500_09950	checkin	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	dc6e2f1c66e37232999eb311ab5fbfb29af2b34e480df4e985fa550d76345eb1	fc3b593e101edcacbf1ac2bc03f58cb6c8b05f5088bedff3f64d9ec7e0654de1
word_gt10500_09961	coolingperiod	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	c84620bea322f6f821951301846414c8b27ec3c1720c3ea29836a8e6d6b008e8	701057d3cd3634854c146ba6deafdb4edee6d9e8ddc1e87ad35fcb2efb9604df
word_gt10500_09962	noticeperiod	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	8475138bb525a72b0745925e1d229e947639277cb3d2fddf4984f1b885ece532	b2260768ea7df7b027c2b5c669c527c62e9ec5a5326049dea87b6e61e651a919
word_gt10500_09964	coolingoff	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	4ac4b1197add447d670dd3231d7aa79f73d1576113ff24c6b45dce9fabf6b1f8	aa177cc9a21dbff94a0b5cc8bd58cc2a754232b49f612f74f598be340eca0beb
word_gt10500_09995	estateagent	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	51432fcf00c98409074ee918abe569009585f66a458cd58838c796340c70c70c	127b1d7f8768a74375151f89c1e309bb4b6d79611642756a9829b6fe084cfbf2
word_gt10500_10013	groundrent	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	6691324a526bb3f27a48f23c21cacf73010c9e611ec9414ec30e9c7ef2de0e9b	b125b34c5d38ebc1eb12dffb26a63a123fcb73b6724c308e1d54a7789d9c3cf0
word_gt10500_10102	penaltyclause	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	abb01703aad4ca20ce15ab0a0c73a14f84bf58497999a5d5bc283b38e060f0aa	bd79797ad14591a2ade673df5a66697a516a8f48dee10ba5bdf3437ea8f35d98
word_gt10500_10113	graceperiod	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	d99146c1fd4bdb76d21d1d30ab752e902c0767754b197fc530d8780ec5086f43	500afca0291465f9ea304a93a457e8186e92ca90a121965dcfae44ba54da0892
word_gt10500_10131	handluggage	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	b3b563f4e853a43ffa2b4223188d9d3da71a2252b93c4814e721e8eb756e1495	79af6c73bc63cba44c163ff31c35060e9ac17c71e5ce38cdd19b19db6c600649
word_gt10500_10134	inventorycheck	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	36ab6c68fdc4194de71c700bb6fdec329bb6828d3f3567ad71bde57c9d32f751	95fa0b618ac86658397708c8d3e91d2ee816ed9703f0aa0d5c250ed7f81490a0
word_gt10500_10142	unitprice	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	4e768bbb83b63ce92b025b2cd6fea83bc4e3642c487014d3b1118a9746e6edda	deda6e4b60ba2578cff2e56a3199f0521c65a69692200df4c8af2b0fb77e915b
word_gt10500_10145	depositprotection	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	876d176d53fe942d15a9211a6d0d705acb3993d5fe2c20bceceee1675623a10c	363c38c358a8d8279e16aa4183fcba57a637560edfd1298cd68e6672833dd007
word_gt10500_10149	creditlimit	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	26fbb17ca9e954f6a098de4f36b5d1b94474c318e8022e96500c8dfda5c8a9d8	0d8877c05ce03adc9879d0432d29e4d40dd02158a7907d1395c31e3b5fca80e4
word_gt10500_10169	glutenfree	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	9c11ef9d4720e09c8ca5f8a7aede664f42b532afda7d6cd2ad0d86ffebe4dce7	471346ef936850fa44d753f256f49561c7fbdd6d4b4d326a2f72fe49bae7e404
word_gt10500_10210	nextofkin	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	0ebe03fae191c68cfca6984c5fc034021ff650feda64a8e5ab4285923efb2851	418c0616c899db7fdeb3db9d139fa14584249fbf07d914ae5866787c531c8390
word_gt10500_10366	meterreading	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	22ba941b46c4042d6e523345a07b51b5ca78b7414798b859d1dc3ebd306cb4f7	baebdd1105e0b19ff8f5a16d1966aa6b9c5c565cd1c2cae54e3daf87a622e6b2
word_gt10500_10367	servicecharge	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	b4fa3713ebd8c3d88b88a390dd515e1f577ebe5c9b7289e5e17553b6f9ff920b	696d761f59780b4e1ac107bd19ca6934ba5a4956b130c5b7050e4dd863849a67
word_gt10500_10369	lettingagent	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	d87d8848169b6222c9f7c0bd8e7de9ab8087793d92f3399f22b914c59f3f3594	a28b6e84d2650e08edb6169e5956fa6321f0aabc53974b8ce31644307369b853
word_gt10500_10370	referencecheck	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	cce4f617a7e26d64ecb7c31d62ff80468944ab80ed46de9eb51992a7c2486fc3	acc318f8d44f71f7a2377e1058601d399920d5c738be61c7638177a5625aa274
word_gt10500_10371	creditcheck	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	ec874cde461d6007a1bf58cdbb05d94802972b3245aabfe68da6ea15117f1bbd	b18fe386ca00e76c42099ef02eb7180dd5322c8080a3f2e2bb1b0f1827f097d6
word_gt10500_10450	hydration	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	d526980fd80174115d6f6b390efe6e8ac769e4e4d820c127523973dfd99701a6	a5e5e46de3097bc6e973a7b18322044e5ef638f39b52b819fd2aee95a0705077
