id	word	action	setJson	addFormsJson	addMeaningsJson	addQuizSensesJson	reason	evidence	expectedMeaningHash	expectedExampleHash
word_37660b61d944	breeze	repair	{"example":"A gentle breeze was blowing from the sea.","exampleCn":"一阵轻柔的微风从海上吹来。"}				human-semantic-followup	现有完整中文例句与人工语义复核	f514c1b0a5fead1aa0dbcffac72471cc720bee28980341572f31805502303c12	0e4528dbcef34ccbbfca2e51a989baf20c8d8cdc2f6a0f4b2ec4234bfb767cd4
word_5769534f3d22	prevail	repair	{"example":"Justice will prevail in the end.","exampleCn":"正义最终会占上风。"}				human-semantic-followup	现有完整中文例句与人工语义复核	b831ae8281de4ed52c6b53daeffb8efe6b917fbd4c874866f709a7657c2ef579	d90d0f31c8b441072c2f93b678accf62466a02d19b88e7fcc3b89d899c5da0bb
word_5c0692fe8305	cue	repair	{"example":"The cue for the next speaker is a nod.","exampleCn":"下一个发言者的提示是点头。"}				human-semantic-followup	现有完整中文例句与人工语义复核	b584746a95fc86b9ecf9cdb102183b26ed92f22b58bb8046285eaf6a00df8b0b	1091c38493a32a9964dd16cbfd8fd2e3291949f391f6bda7111883d523f088f3
word_711a119c7c2c	comet	repair	{"example":"We saw a comet in the sky.","exampleCn":"我们在天空中看到了一颗彗星。"}				human-semantic-followup	现有完整中文例句与人工语义复核	c92c092bd97580cd6db6a49683d90623889b85c3904508354b154365ecfb952b	07a736ce664dfb396e8b5f953bbaf50442eefa096ffa64aae981687672c2b405
word_31fb90bbc557	cocktail	repair	{"example":"We ordered cocktails at the bar.","exampleCn":"我们在酒吧点了鸡尾酒。"}				human-semantic-followup	现有完整中文例句与人工语义复核	e5118abce06f15574a60678be863c5d7a9d9a375bb3451a13ab46587da17e821	a4899f0abac289a8b4d5f0602fadbf8f1b05fd039b944047c01c9582c6cd57cf
word_f9ba1c84b2d1	mosquito	repair	{"example":"A mosquito bit me on the arm.","exampleCn":"一只蚊子咬了我的胳膊。"}				human-semantic-followup	现有完整中文例句与人工语义复核	1595bad7f553836eb2d3403933319fa6fbea0491b12136427613d98fc743369f	d6bd623b22207405d64b4cc52a3e15908b2606d0b88d96e4e4d1b18ce1228506
word_f39fcc604a94	temptation	repair	{"example":"I resisted the temptation to buy it.","exampleCn":"我抵制住了购买的诱惑。"}				human-semantic-followup	现有完整中文例句与人工语义复核	3474ebb560a9a08275d071e7dc8d218e11cd34bef629c4197523a4bce0536add	f1a5d59ba407d1a993b1f84bbf1f423a552e290b197da966629cf91e9f5fefa5
word_67ae877d35f7	arc	repair	{"example":"The rainbow formed a perfect arc in the sky.","exampleCn":"彩虹在天空中形成了完美的弧形。"}				human-semantic-followup	现有完整中文例句与人工语义复核	647fbf3d5ddabd8be7d17ee98dcd04ef8cd9a8646deb1d761b457152b9935461	60a1c9ce07d7386314ab5c5b2f41fec3dc0f5796a5ef09bd828727894d124d4e
word_107379ca1133	tattoo	repair	{"example":"He got a tattoo on his arm.","exampleCn":"他在胳膊上纹了身。"}				human-semantic-followup	现有完整中文例句与人工语义复核	8d7bf94f29b5d3087b35ba75156f3065aefd93143d163dbaab37f4d174f77c68	e23ca930ff4925b7d74df3f8f2cea4e508472bb56ff89253ef5419ca947c2e42
word_df4f18b2185b	mustard	repair	{"example":"I want mustard on my hot dog.","exampleCn":"我的热狗要加芥末。"}				human-semantic-followup	现有完整中文例句与人工语义复核	6b7c0bcebf6b8880ae9e6de8f12ea25d1a0c8a24832bc645ef08575d0dce74c0	4ff17a40c1ee24bc02c1ecce178df0391893591b32c8a618a3339373d11812bd
word_1d8cca246edf	prototype	repair	{"example":"They tested the prototype of the new car.","exampleCn":"他们测试了新车的原型。"}				human-semantic-followup	现有完整中文例句与人工语义复核	ba2011e0478a33eb6d2b0810f5ecc9bf66628dec293dd7d41e7be7983ab99146	e316f1df082522efda3c081a98fca8a703a0fb8d792354713d325942aa749b58
word_75abdf4e2b8c	informant	repair	{"example":"The police relied on an informant for information.","exampleCn":"警方依靠线人提供线索。"}				human-semantic-followup	现有完整中文例句与人工语义复核	e2a049adbe8ff2f2b08449e6ee4229b6d5475ff84ba8ff66d9ff6112ecdd8e39	f28201bb41234eb09347e0c444eef62e041c88b9f94107f103b65d1329106998
word_fe22c4db4a43	persistence	repair	{"example":"Her persistence paid off in the end.","exampleCn":"她的坚持最终得到了回报。"}				human-semantic-followup	现有完整中文例句与人工语义复核	ce61e9efb5f024c7b56c491400ce7a481bc707db59a69014c43fb44a61a279e1	0e4314ba6b669a33c5e81f0ae415978592acdea19f72049dcdda0b08a9270dfb
word_8030229bacf2	vastly	repair	{"example":"The new system is vastly superior to the old one.","exampleCn":"新系统比旧系统好得多。"}				human-semantic-followup	现有完整中文例句与人工语义复核	32bf16912a02262824b7ec4eeb291ff93d21d44a18b3deafa04c45a911af870b	c0ccd60b41c3772da9bf6200ee67125aecc37b1fc8982d3ceca5042b2d0e5709
word_57b71d7a8dc8	conjure	repair	{"example":"She can conjure a rabbit out of a hat.","exampleCn":"她能从帽子里变出兔子。"}				human-semantic-followup	现有完整中文例句与人工语义复核	545dfc44401ba6849bb42ca66fd80c62a72b5be996c455a5b9d2e81bd2afac81	c725fd352f61dc2028880d5ace81899c72f1a4077c5db11f155f161f44fb6df9
word_1754e4765e8d	hawk	repair	{"example":"A hawk circled overhead in the sky.","exampleCn":"一只鹰在头顶盘旋。"}				human-semantic-followup	现有完整中文例句与人工语义复核	d44973dd6fa5788c453431602a462885887746c099f7341e5a9b9e0161cbb4a7	7dc5382958bef908ed42d205674ba4cde6419e01232bb7bea00a6453a5af7790
word_e04a2cc73e6f	brag	repair	{"example":"He bragged about his new car.","exampleCn":"他吹嘘自己的新车。"}				human-semantic-followup	现有完整中文例句与人工语义复核	09b6978c9915330b6cda69173bfc7f5c5db34a204fb3b0c96f051767bf9ac44d	79c1b9f93832342970afc891cd4f0e30eb8a3508d12bda82d37f260df880886b
word_80c18d94f2cc	sting	repair	{"example":"A bee stung him on the arm.","exampleCn":"一只蜜蜂叮了他的手臂。"}				human-semantic-followup	现有完整中文例句与人工语义复核	095e0bf64bd8db1838165fe3eb012a24bafc32ca8f68b5de133ffca84d6babcf	57d866d1fd0308c3c2274f250851bf9b90f1eeada7009169fc6fb8968c764780
word_34f45adc1d25	lighten	repair	{"example":"She lightened her hair with dye.","exampleCn":"她用染发剂使头发变浅。"}				human-semantic-followup	现有完整中文例句与人工语义复核	42a7e8a8bd3a2f93552c5894a548c4b640552de9c164eeb6758987ae149977b2	d96841b092e172b9d0f2fabcd72b432f59f955d09f36025c2de59cc083a45ccf
word_b27bbc50769f	chopped	repair	{"example":"Add the chopped onions to the pan.","exampleCn":"将切碎的洋葱放入锅中。"}				human-semantic-followup	现有完整中文例句与人工语义复核	cfe5a2135ed496ff946825c35ea78a000b0d958d3d0e8d477878e599ded06d79	71e31a4f0235230cbb95954d3f9461b53a5252955bb873a6254e0d540a35502a
word_49abeea89e44	unidentified	repair	{"example":"An unidentified object was spotted in the sky.","exampleCn":"天空中发现了不明物体。"}				human-semantic-followup	现有完整中文例句与人工语义复核	ddb119e66d95157e241dbf7f52b303f9f7786932f6901d818d4de3dfd42f5192	42ef510fe7aae3859a7449fe946cabfb37cbae6c86965e07b402d720aad046fa
word_7c6cf214b929	inclined	repair	{"example":"I am inclined to agree with your view.","exampleCn":"我倾向于同意你的看法。"}				human-semantic-followup	现有完整中文例句与人工语义复核	962393a8e97f402631424d75d4c74830037494a6a5c85ee7c127d18f5094538e	041e52dbcecc32d72894defaa1d3d5c1b1524b0c97c2d26f7b8af413e275f957
word_2e91e11d4baa	outraged	repair	{"example":"The citizens were outraged by the new tax.","exampleCn":"市民们对新税收感到愤怒。"}				human-semantic-followup	现有完整中文例句与人工语义复核	0269f9c62c78cb758ff5742a698a4a7c51139d0e1a66bfc5cac6db83be504a41	58cdf8810a4426a5703ce8f010cad79ff04f2caf3b4f2b3c8087d422dfe0cd5c
word_1d76adf4c650	bones	repair	{"example":"He broke two bones in his arm.","exampleCn":"他手臂上断了两根骨头。"}				human-semantic-followup	现有完整中文例句与人工语义复核	570f7531fe9968879df2ee79f354b7f5755b90970ddd0404aa52c0078bebac8b	6742dbeae97c3a7397e652086614441c51d244bdaf78947b8c40ac10d78b8f5a
word_3c516f7639de	wanted	repair	{"example":"I wanted to buy a new car.","exampleCn":"我想买一辆新车。"}				human-semantic-followup	现有完整中文例句与人工语义复核	1bd169497913480410ee419be86f6c6f2a4f37d11b4dde9b27a4749bf14a2c0e	cce5e83839888fa7071190ccc889f16c4d4a723deb04d384471c7d1170431429
word_94af67700f69	crescent	repair	{"example":"A crescent moon hung in the sky.","exampleCn":"一弯新月挂在天空。"}				human-semantic-followup	现有完整中文例句与人工语义复核	9b728692af2ef9777730a23ec9f7337d50bc772d2faa0a6be2cd0acfa1251e71	319cae21b8df221baaf2a373a60ca076894635017ab91bdd2f489e83c2f14711
word_556d4348368a	abash	repair	{"example":"The compliment did not abash her at all.","exampleCn":"这句夸奖完全没有让她感到难为情。"}				human-semantic-followup	现有完整中文例句与人工语义复核	65796ae5d6135a6e9982ef87ad277760ccb8c2a6859a070a7598e0d18075c5ee	19a894ffbf5dc6a470253b7fc55a486e5e64620095a3f5007a8fb3cfaefe3cc9
word_gt10500_10455	imprint	repair	{"example":"The seal left an imprint of the company logo on the wax.","exampleCn":"印章在蜡上留下了公司标志的印记。"}				human-semantic-followup	现有完整中文例句与人工语义复核	4f4a010f34b12d1986311be98025ff572e5865204c7dc090ea0eccb0d496d498	d676a15e26bcee311eaaa02d9587b43ddb945b9b5e3e1c4fa2b81a4d7b6d3769
word_gt10500_10459	injector	repair	{"example":"The vet used a special injector to administer the vaccine to the dog.","exampleCn":"兽医用了专用注射器给狗注射疫苗。"}				human-semantic-followup	现有完整中文例句与人工语义复核	d2e3888bd8b0aa4bc521cc59ec261e773583290e0255623c97f9af69d75db97f	d79f172eaf18bcec63c4a5ab26eea39fd629a9ad9c0354dc262031f5dac663d2
word_listening1179_d115d52fc87b	promenade	repair	{"example":"We walked along the promenade by the sea.","exampleCn":"我们沿着海滨步行道散步。"}				human-semantic-followup	现有完整中文例句与人工语义复核	cc8549d0cd3d889e787204468e524fb63145a10d5203382e8c2f8480afddeefd	b62b259275c33d563cfd7e3a0d80cbe7bcea161869daba48b6b56d6e2a6bf903
word_listening1179_6c5bcc35ba84	grieve	repair	{"example":"She took time to grieve after the loss of her pet.","exampleCn":"失去宠物后，她花了一段时间来悲伤。"}				human-semantic-followup	现有完整中文例句与人工语义复核	98bfa584504a462dce515414a1c3e8e0e27e37567642117244587758488751c8	3ecd0dc403707c92e4e1da49b6258056bc7942780c2999ca69532c5149713c25
word_listening1179_16f78a7d6317	username	repair	{"example":"Enter your username and password to log in.","exampleCn":"输入你的用户名和密码登录。"}				human-semantic-followup	现有完整中文例句与人工语义复核	e66e828de83d22bc8c976306b1ec4ad0844b85b5f527507e6bd1758ae3bed194	11859cadef5064a01f39c28896a7be1100c199fa214be06e74c7ea4f8bc967a3
word_listening1179_bd9f38aee15d	sledge	repair	{"example":"They transported supplies by sledge across the ice.","exampleCn":"他们用雪橇穿越冰面运送物资。"}				human-semantic-followup	现有完整中文例句与人工语义复核	7da8c192e05e499521abe4eb8a043b975cc737eef97c8834537b0709a8e97bca	16d759e56f39dbb70a1202ccc5cf8f571c67a760d21cec3947c4f8be68c950c9
word_listening1179_5251d7992361	cork	repair	{"example":"He pulled the cork out of the wine bottle with a pop.","exampleCn":"他砰地一声拔出了酒瓶的软木塞。"}				human-semantic-followup	现有完整中文例句与人工语义复核	1068c4682761e6f48ba484140555af7f7d9dc839283d0fbb0e3ba9c91513feee	9f1b7ad12c66f0326784a6a52a94febfc473491c34ff8e3400e5bb5e634768c4
word_excel_ee9c1331c074	animals	repair	{"example":"The children love to see animals at the zoo.","exampleCn":"孩子们喜欢在动物园看动物。"}				human-semantic-followup	现有完整中文例句与人工语义复核	01e25824327cd7d8495f4e8860b4c74ae2ee8adbe8a3e3efd5623c25494adab2	b7f9ba4d360a582068745fd9805a02de9a1b927175f69fbb3cce3e0ba84a23a4
word_excel_7f14eadc8060	birds	repair	{"example":"The birds fly high in the sky.","exampleCn":"鸟儿在天空中高飞。"}				human-semantic-followup	现有完整中文例句与人工语义复核	7091276ed23215bf75091a5b03fb48ee3942570bfd3e1813fa7ec4375a24e7af	c55937eff704f3e735916bb0f3a706b1c1590c3a2cc75c788b9d281796930115
word_excel_15fa97b5a488	clouds	repair	{"example":"The clouds are moving slowly across the sky.","exampleCn":"云朵正在天空中缓慢移动。"}				human-semantic-followup	现有完整中文例句与人工语义复核	1cfdb9cbd75ac1de02f10ef14ad50c5df87140080cd5a61cd93d9c34a670d6b9	1f72b89845e2d82f25fed1d05118467c00ead79313d3282d3682e22474508de4
word_excel_846d124b6785	flowers	repair	{"example":"She bought some flowers for her mother.","exampleCn":"她为妈妈买了一些花。"}				human-semantic-followup	现有完整中文例句与人工语义复核	cb585cfc102e26bf7f3b9b839f2d11ea30d8bfa3f61f3badf4e9d66011c4659b	a00a2d5c017661f2f8d2a1bb8a17a582a17cf006f0a1bb1e8a5b683abb79325d
word_excel_f50871d14c19	positions	repair	{"example":"The positions of the trees are marked on the map.","exampleCn":"这些树的位置在地图上标了出来。"}				human-semantic-followup	现有完整中文例句与人工语义复核	b47fa6e977eeb4db8979accebce3939933dd7861439b912db9c89c6bb86448f6	1c1e5039c7696a475e01b9fdb471be7882d1fda75670f62b52076abb17e7a395
word_excel_1e0584a25d9f	header	repair	{"example":"The header shows the page number at the top.","exampleCn":"标头在页面顶部显示页码。"}				human-semantic-followup	现有完整中文例句与人工语义复核	6ac8113d4ca4a555af497c75f5f35640341272bf1539ebf84d19fac78c9b1aeb	5f9e2c72d477d67c8c26b5a06be3a4254c9211ef13669c1b8428ebeece90b589
word_excel_238fa28a9497	instructions	repair	{"example":"Follow the instructions on the box.","exampleCn":"按照盒子上的指令操作。"}				human-semantic-followup	现有完整中文例句与人工语义复核	71fc0a50b7742f08837c526efa4d1db9d0bf274ca2ca93a44fbc8a4bf1ef6629	be808e2a46050052728f9f535fdf68d23a90c0bfb59ebd01db2ba19ea672b667
word_excel_6b545062fa2d	sailors	repair	{"example":"The sailors sailed the boat across the sea.","exampleCn":"水手们把船驶过了大海。"}				human-semantic-followup	现有完整中文例句与人工语义复核	3d389639ae7c7ace38af01bd54838c8c7f8f29076dc92eb01a8b92025706ad60	651cde6230bb24f1cc414d79d2b27c006389682225d317c063375579a6a0b617
word_excel_5afc47efb471	falcons	repair	{"example":"Falcons fly high in the sky.","exampleCn":"猎鹰在天空中高飞。"}				human-semantic-followup	现有完整中文例句与人工语义复核	2235f7954a103bda776462abcee64587788bfffd6681de7095c12b1e5a650c80	5b8ff1525b3a28d979506128dd910d895437d6d14bebf64a6587258b474803c2
word_excel_6c1aa50442a9	replaced	repair	{"example":"The old phone was replaced by a new one.","exampleCn":"旧手机被新手机代替了。"}				human-semantic-followup	现有完整中文例句与人工语义复核	6589dbd0c527b6d1c05a706c9fc8280451197234106acd852d806796c82c89fb	62cde67c15b126d3e5aaab0c4cc26bb763eadaac57df11643a26dd9d5ebd4f88
word_excel_62b8fea85bcf	isles	repair	{"example":"The misty isles lie far out in the sea.","exampleCn":"那朦胧的岛屿位于大海深处。"}				human-semantic-followup	现有完整中文例句与人工语义复核	844a92548bf7077747ef7a6eed9ddc9aadda19b5aa55b1f75114d62f2853ac17	fdd002589f06caec032757c1709282b3372ea339fe1150242ceb4f5026d5b621
word_excel_5633c9b8af6d	octopus	repair	{"example":"The octopus swims quickly in the sea.","exampleCn":"章鱼在海里游得很快。"}				human-semantic-followup	现有完整中文例句与人工语义复核	3de71ae4a5c45d923bde2be2a80ce4ac8c0ba90b1ab01ceaa7d2ae6f525c61ef	489b4d6f377aaef756ea1537a898a566204987bd9dfc649890888603dce9a69d
word_excel_9a82cf445792	smelting	repair	{"example":"The factory uses smelting to extract metal from ore.","exampleCn":"工厂使用熔炼从矿石中提取金属。"}				human-semantic-followup	现有完整中文例句与人工语义复核	ecac16080f243f8b3d0eba0901ed4c1c0ae74ded0e6be4c5e9a1a5888aa5d1a6	52706a7d19684b295fd6b04e7246169a878042ab95c0c28badacd19720e1c25e
word_excel_c68943be5eee	montana	repair	{"example":"He lives in Montana with his dog.","exampleCn":"他和狗住在蒙大拿。"}				human-semantic-followup	现有完整中文例句与人工语义复核	4f0c234e027cda6dc3bd1befc4bf8b1a1dc9c0b9f835c95c1de87183b86a0d13	a081f83e63f16c232af8899e016ae8bfd6765c3c86df4a1e4bb0cc688b4875ea
word_excel_2e0b8d61fa2a	jeff	repair	{"example":"Jeff is a common name for a man.","exampleCn":"杰夫是一个常见的男子名。"}				human-semantic-followup	现有完整中文例句与人工语义复核	160ba94576e16aee502e2147439da3a2c2b29948542f1476089bfe84a8685ebb	3098dad60fc0f0022ea3bd0877d980af102945a16ff53aa6e1da99e5c8ae0f8b
word_excel_804f51f71254	newer	repair	{"example":"This phone is newer than my old one.","exampleCn":"这部手机比我的旧手机更新。"}				human-semantic-followup	现有完整中文例句与人工语义复核	f3770a4187b3fe8ceaeaada5f84250ecd9dfd0b863e66af390d29660dc9caa19	255ac28d57bf9b96d85798711396da1121681f753e7ca048ce07fc337a4e0cf5
word_excel_6967eaa98e11	seabird	repair	{"example":"A seabird followed the boat across the bay.","exampleCn":"一只海鸟跟着船穿过海湾。"}				human-semantic-followup	现有完整中文例句与人工语义复核	220b4d194afde977acfd1177f77ef1d77ca4b54a751652781892b05f0740f66f	63647d81a52487d23c74ec02a0756187de57695f6c6da98e8f7ff8a5ae796cba
word_excel_2c8c4f00dee0	gibson	repair	{"example":"He ordered a Gibson at the bar.","exampleCn":"他在酒吧点了一杯吉布森。"}				human-semantic-followup	现有完整中文例句与人工语义复核	59aa4bb47161f0cfab8eb7110fb2429f0a1991f3bc48f7827b258069bb147547	69ca541fb076dca4883c13b2a8ffbd254d5ee026d8fe60862fc29d27ffc9de42
word_excel_467ae055376b	varies	repair	{"example":"The weather varies from day to day.","exampleCn":"天气每天都在变化。"}				human-semantic-followup	现有完整中文例句与人工语义复核	86834f231f5ef74979746f26b5fd720d547b7374017bac5e91f20a00fcf25015	83d13447f034a8aee3c6adaa9b09dd86e0af1cac6314c39b21212818f39737ec
word_excel_1bcbce780ddd	twenty-four	repair	{"example":"There are twenty-four hours in a day.","exampleCn":"一天有二十四小时。"}				human-semantic-followup	现有完整中文例句与人工语义复核	77f0fc8e7bd21de8f762dea5ad4b182ac6f6699e919b7aeb73bc131fabbb5638	450a59cc1739b151623734d9c3e550ac862d985af4a03ba9a7628eab4a3812a3
word_excel_1a2516bbaf9c	ninety-nine	repair	{"example":"He has ninety-nine problems, but a girl is not one of them.","exampleCn":"他有九十九个问题，但一个女孩不是其中之一。"}				human-semantic-followup	现有完整中文例句与人工语义复核	893ba5e1e247b8f24acfc55c0f458157bb568a620c964eb4f192e2c4373fa17b	bd6d0271124663d00bb6bda3f1440535aba410a648a8973512d12afa3c3dbe1f
word_gt10500_10438	headlamp	repair	{"example":"The car's headlamp needs replacing because it is broken.","exampleCn":"汽车前灯坏了，需要更换。"}				human-semantic-followup	现有完整中文例句与人工语义复核	75b626c676acd7a3296b6b533b586819243fa8e9ddcd9077876a2d3936d38c34	1206eea98ba8b45a22f288d324e6786572ffd9fe03d2c0d54a52890f8edae724
word_excel_3be1d422a460	pets	repair	{"example":"My pets are a cat and a dog.","exampleCn":"我的宠物是一只猫和一只狗。"}				human-semantic-followup	现有完整中文例句与人工语义复核	c0e71f2fb95fe9e411218bc7e83c5e52f4d06f24cdcf0d23acfed180fb219dbc	f74175a92e29e6d22bb1d3230378114df43341a9b711c3a14ee0ab39f98deccf
word_excel_c9b5fcdd1003	hearts	repair	{"example":"He gave her a red heart on Valentine's Day.","exampleCn":"他在情人节送给她一颗红心。"}				human-semantic-followup	现有完整中文例句与人工语义复核	1b39cdf9e5e47bdd5bdd282f2bc016be67e2dcd16c7bba54c90a8d59d7bd2a9b	d372ab1743cea61c53a52d9615ccc6586f4a0d075dbfe2876d87397d6392f496
